date	Factom	Ascribe	unknown	Open Assets	Proof of Existence	Colu	Monegraph	Blockstore	Stampery	BlockSign	Omni Layer	Eternity Wall	CoinSpark	LaPreuve	Bitproof	Remembr	stampd	Crypto Copyright	OriginalMy	ProveBit	21	22	23	24	25	26	27	28	29	30	TOTAL	CUMMULATIVE
2015-11-25	93	15	256	7	1	62	6	46	35	18	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	543	299319
2015-11-24	144	37	361	25	3	55	247	28	5	0	0	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	915	298404
2015-11-23	144	55	328	40	5	44	44	24	46	0	2	5	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741	297663
2015-11-22	147	90	436	19	4	48	1	2	218	1	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	296690
2015-11-21	141	24	363	20	1	102	19	0	0	0	4	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	296011
2015-11-20	144	67	398	37	5	46	330	1	300	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1331	294680
2015-11-19	144	20	616	58	6	18	69	4	72	0	0	7	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1016	293664
2015-11-18	144	42	703	33	14	82	74	1	77	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1176	292488
2015-11-17	146	64	671	41	9	97	42	12	15	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1106	291382
2015-11-16	142	35	606	42	2	55	12	47	3	0	2	14	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	290417
2015-11-15	145	41	610	19	7	42	0	167	2	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1043	289374
2015-11-14	143	35	433	19	9	56	12	114	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	840	288534
2015-11-13	146	36	550	23	5	43	30	32	4	0	6	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	896	287638
2015-11-12	142	81	519	24	5	51	66	112	6	0	3	163	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1173	286465
2015-11-11	147	48	431	81	4	51	59	3	6	0	6	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	873	285592
2015-11-10	142	80	552	82	6	17	45	31	14	0	2	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981	284611
2015-11-09	143	54	688	145	5	14	34	0	8	1	4	26	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1123	283488
2015-11-08	145	34	278	138	4	181	10	0	24	0	6	35	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857	282631
2015-11-07	144	74	265	148	15	243	1	211	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1109	281522
2015-11-06	140	42	231	157	4	3	66	1	25	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	280836
2015-11-05	145	69	463	210	5	13	15	0	0	0	0	9	681	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1611	279225
2015-11-04	143	76	297	107	5	0	153	37	0	0	2	10	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1013	278212
2015-11-03	144	66	388	209	11	38	366	87	0	0	0	7	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1547	276665
2015-11-02	146	567	616	95	12	53	1916	10	0	0	2	11	381	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3810	272855
2015-11-01	142	78	486	90	3	78	60	41	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	271873
2015-10-31	144	40	362	90	1	59	164	26	1	0	2	7	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	270875
2015-10-30	147	1109	550	81	1	52	521	345	6	0	4	6	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2833	268042
2015-10-29	141	984	4319	105	5	69	252	43	0	2	4	21	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5946	262096
2015-10-28	145	4	1628	82	3	27	820	21	1	0	2	8	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2762	259334
2015-10-27	147	10	449	90	5	127	87	3	5	0	4	7	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943	258391
2015-10-26	143	0	459	85	2	46	17	194	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	952	257439
2015-10-25	185	0	361	82	1	90	12	3	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	747	256692
2015-10-24	113	0	803	85	3	64	14	313	2	0	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1404	255288
2015-10-23	141	0	501	83	5	92	115	270	13	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1223	254065
2015-10-22	144	0	887	108	2	90	17	67	0	0	0	6	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1418	252647
2015-10-21	144	0	1321	113	11	8	1286	226	0	0	10	17	133	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3273	249374
2015-10-20	144	0	521	91	5	1	704	17	1	0	2	4	137	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1628	247746
2015-10-19	156	0	296	75	6	0	222	49	0	0	6	12	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	967	246779
2015-10-18	152	0	399	54	3	0	187	2	0	0	3	8	144	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	955	245824
2015-10-17	144	0	168	77	1	0	47	215	0	0	0	8	154	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	816	245008
2015-10-16	145	0	427	105	2	35	71	1	0	0	0	5	225	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017	243991
2015-10-15	143	0	394	121	8	46	73	2	0	0	0	3	157	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	948	243043
2015-10-14	163	0	386	76	6	80	711	0	0	0	2	4	195	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1628	241415
2015-10-13	237	0	418	182	7	23	316	0	1	0	2	5	165	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1357	240058
2015-10-12	283	0	508	102	4	11	201	0	2	0	0	10	227	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1349	238709
2015-10-11	98	0	567	88	1	15	8	1	0	0	0	14	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	914	237795
2015-10-10	75	0	217	92	2	4	16	47	0	0	0	14	72	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	237255
2015-10-09	139	0	321	109	3	3	546	4	0	0	0	3	189	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1321	235934
2015-10-08	130	4	498	114	5	23	1543	361	0	0	0	6	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2822	233112
2015-10-07	143	14	421	126	5	75	150	0	3	0	0	3	157	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098	232014
2015-10-06	144	33	774	125	2	66	104	0	0	0	6	4	182	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441	230573
2015-10-05	226	44	169	111	1	39	13	0	0	0	0	17	179	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	229773
2015-10-04	234	0	156	97	3	24	17	0	0	0	2	8	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	229075
2015-10-03	145	0	135	79	1	7	105	0	0	0	0	15	145	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633	228442
2015-10-02	166	0	612	118	1	10	172	0	5	0	4	2	141	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1233	227209
2015-10-01	147	93	356	225	1	65	149	0	1	0	1	13	143	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1196	226013
2015-09-30	143	62	546	275	4	102	434	192	0	0	0	7	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1928	224085
2015-09-29	145	34	294	305	3	68	592	2	0	1	0	18	250	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1713	222372
2015-09-28	144	67	197	424	4	51	514	0	0	2	0	1	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1550	220822
2015-09-27	145	38	366	329	2	52	258	0	0	1	4	9	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1355	219467
2015-09-26	136	30	103	182	2	53	386	0	0	0	4	3	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1049	218418
2015-09-25	145	39	214	276	0	62	186	0	0	7	4	5	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1096	217322
2015-09-24	144	74	116	103	2	57	101	0	0	1	0	15	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	870	216452
2015-09-23	147	74	213	119	3	52	21	1454	0	1	10	7	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2267	214185
2015-09-22	143	25	374	112	3	53	48	0	0	4	0	1	211	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	976	213209
2015-09-21	145	55	262	126	4	62	15	0	0	0	8	1	157	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836	212373
2015-09-20	145	0	252	64	7	50	0	0	0	1	0	2	175	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	710	211663
2015-09-19	143	110	114	99	0	31	6	0	0	0	2	0	143	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	655	211008
2015-09-18	143	116	3591	128	0	349	6	0	0	3	2	6	144	0	1	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4496	206512
2015-09-17	144	95	3806	160	0	6	6	0	0	3	4	2	145	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4375	202137
2015-09-16	144	111	1082	104	0	0	0	0	0	0	2	7	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1513	200624
2015-09-15	143	51	2141	101	2	1	0	0	0	0	0	3	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2447	198177
2015-09-14	144	45	14656	80	0	0	24	1226	0	5	4	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16189	181988
2015-09-13	145	9	19540	85	0	0	1	0	0	0	6	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	19790	162198
2015-09-12	145	31	428	116	0	0	12	21054	1	2	0	2	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	21796	140402
2015-09-11	143	41	459	98	1	0	0	5957	0	2	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6706	133696
2015-09-10	143	32	207	212	0	52	3	4455	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5114	128582
2015-09-09	145	55	436	590	2	28	16	2955	1	2	2	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4240	124342
2015-09-08	143	89	295	368	6	22	0	16	29	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	123370
2015-09-07	148	42	270	124	2	5	1	3	0	6	2	1	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	695	122675
2015-09-06	140	45	126	85	0	7	0	4	0	2	0	1	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546	122129
2015-09-05	144	53	107	110	1	5	54	110	0	1	4	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	740	121389
2015-09-04	144	34	110	147	1	2	42	11	0	0	3	4	128	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	629	120760
2015-09-03	144	53	231	599	1	35	114	8	3	8	10	8	142	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1359	119401
2015-09-02	146	3	179	314	3	0	162	98	0	0	2	5	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1041	118360
2015-09-01	108	445	205	315	5	8	0	47	0	0	4	2	133	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1276	117084
2015-08-31	0	76	359	108	1	46	0	60	0	2	2	5	130	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	790	116294
2015-08-30	0	22	148	157	2	5	0	0	0	1	3	6	124	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	115821
2015-08-29	0	48	189	141	0	3	0	1	0	0	10	3	140	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536	115285
2015-08-28	7	51	781	225	1	39	0	1	0	1	4	5	140	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1257	114028
2015-08-27	298	21	151	190	4	31	0	6	2	3	6	8	126	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	851	113177
2015-08-26	44	22	242	134	1	38	26	102	0	1	0	6	142	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	761	112416
2015-08-25	0	27	140	102	2	24	18	2	0	4	2	9	119	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	456	111960
2015-08-24	0	22	165	506	1	9	6	1	0	1	2	8	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	859	111101
2015-08-23	0	1	388	106	4	15	12	0	0	0	4	4	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685	110416
2015-08-22	0	15	133	119	4	15	54	0	0	12	4	14	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	576	109840
2015-08-21	0	7	102	300	1	28	54	55	0	2	4	8	157	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	720	109120
2015-08-20	0	21	145	248	0	36	6	48	0	0	1	3	205	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	715	108405
2015-08-19	0	325	144	139	0	25	6	0	0	3	0	3	127	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	107631
2015-08-18	0	12	185	191	1	6	0	0	0	0	0	2	121	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	107111
2015-08-17	0	22	167	115	0	16	0	0	0	0	0	2	145	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	468	106643
2015-08-16	0	54	278	98	1	26	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	468	106175
2015-08-15	0	10	158	120	2	7	0	0	0	4	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306	105869
2015-08-14	0	47	227	526	1	27	0	0	0	1	2	4	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	839	105030
2015-08-13	0	97	211	482	0	28	0	0	0	0	0	0	8	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	830	104200
2015-08-12	0	114	251	172	0	66	0	0	0	0	0	2	155	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	761	103439
2015-08-11	0	41	212	121	0	21	0	0	0	2	0	0	314	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	712	102727
2015-08-10	0	33	162	122	0	35	0	0	2	3	15	1	360	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	734	101993
2015-08-09	0	0	345	101	1	10	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	642	101351
2015-08-08	0	0	183	96	1	2	0	0	0	2	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534	100817
2015-08-07	0	0	170	365	0	99	0	0	0	13	0	6	168	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	825	99992
2015-08-06	0	0	286	134	0	0	0	0	2	0	0	3	166	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	598	99394
2015-08-05	0	0	248	140	3	0	0	0	0	0	0	1	155	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	555	98839
2015-08-04	0	0	120	109	5	4	0	0	3	0	0	10	141	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	397	98442
2015-08-03	0	0	198	929	5	42	0	0	0	0	0	4	143	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1323	97119
2015-08-02	0	0	396	94	4	178	0	0	0	0	0	5	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821	96298
2015-08-01	0	1	124	109	4	0	0	0	0	0	0	7	158	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	404	95894
2015-07-31	0	13	215	126	1	0	0	0	0	0	0	8	154	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	521	95373
2015-07-30	0	69	324	130	2	16	0	0	0	0	0	14	150	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	706	94667
2015-07-29	0	35	136	213	0	18	0	0	0	0	0	6	147	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558	94109
2015-07-28	0	100	162	722	5	50	0	0	2	0	0	4	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1194	92915
2015-07-27	0	291	153	868	2	45	0	8	0	0	0	9	137	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1523	91392
2015-07-26	0	11	499	860	0	19	0	1	0	0	0	6	149	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1547	89845
2015-07-25	0	17	179	334	1	13	0	5	0	0	0	8	146	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	705	89140
2015-07-24	0	70	158	373	3	9	0	8	23	0	0	13	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	799	88341
2015-07-23	0	39	219	426	1	43	0	0	31	0	0	30	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	87403
2015-07-22	0	78	238	8526	2	53	0	0	30	0	0	37	138	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9105	78298
2015-07-21	0	232	375	10166	3	40	0	0	7	0	0	70	145	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11044	67254
2015-07-20	0	0	98	4059	0	45	0	0	21	0	0	150	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4517	62737
2015-07-19	0	0	387	169	1	18	0	0	3	3	0	3	144	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	729	62008
2015-07-18	0	0	230	832	1	210	0	0	4	0	0	1	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1966	60042
2015-07-17	0	0	182	192	0	0	1	0	20	12	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	413	59629
2015-07-16	0	0	210	538	1	0	0	0	9	0	0	2	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	766	58863
2015-07-15	0	0	108	192	11	0	0	0	14	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	341	58522
2015-07-14	0	3	261	1552	9	1	0	0	22	0	0	2	1	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1858	56664
2015-07-13	0	0	213	226	3	0	0	0	35	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	481	56183
2015-07-12	0	0	144	717	0	0	0	0	11	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	875	55308
2015-07-11	0	1	156	496	1	0	0	0	4	0	0	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	666	54642
2015-07-10	0	1	170	229	1	1	0	0	13	0	0	2	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550	54092
2015-07-09	0	4	112	135	4	1	1	0	15	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	601	53491
2015-07-08	0	90	121	186	2	0	0	0	12	0	0	9	109	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	52959
2015-07-07	0	67	137	212	1	0	0	0	19	0	0	1	267	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	705	52254
2015-07-06	0	25	150	212	0	0	0	0	31	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	51700
2015-07-05	0	1	263	209	1	0	0	0	1	1	0	3	187	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	668	51032
2015-07-04	0	5	208	233	1	0	1	0	7	0	0	4	160	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	50412
2015-07-03	0	40	156	250	2	0	0	0	7	1	0	4	144	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	611	49801
2015-07-02	0	16	143	606	2	0	0	0	13	2	0	1	185	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973	48828
2015-07-01	0	36	177	274	10	0	2	0	10	1	0	0	174	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	48140
2015-06-30	0	7	203	238	2	0	0	0	23	0	0	0	118	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	596	47544
2015-06-29	0	22	259	220	3	0	0	0	12	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	640	46904
2015-06-28	0	12	272	149	1	0	2	0	4	0	0	1	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	584	46320
2015-06-27	0	4	142	193	5	0	0	0	9	7	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	45809
2015-06-26	0	36	236	184	3	0	0	0	26	3	0	0	187	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	45133
2015-06-25	0	78	267	257	6	0	0	0	26	1	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	777	44356
2015-06-24	0	39	340	270	1	0	0	0	50	1	0	1	149	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	853	43503
2015-06-23	0	21	360	418	1	0	0	0	73	3	0	0	196	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1079	42424
2015-06-22	0	17	100	49	1	0	0	0	16	0	0	0	92	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	42148
2015-06-21	0	26	566	10	4	0	0	0	5	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	775	41373
2015-06-20	0	17	87	54	1	0	0	0	8	0	0	0	202	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	373	41000
2015-06-19	0	10	171	113	5	0	0	0	20	4	0	0	193	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	518	40482
2015-06-18	0	51	136	52	8	0	0	0	9	0	0	0	135	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	40090
2015-06-17	0	28	151	53	1	0	0	0	12	2	0	0	145	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	394	39696
2015-06-16	0	20	128	162	3	0	0	0	11	0	0	0	147	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	39224
