date	Factom	Ascribe	unknown	Open Assets	Proof of Existence	Colu	Monegraph	Blockstore	Stampery	BlockSign	Omni Layer	Eternity Wall	CoinSpark	LaPreuve	Bitproof	Remembr	stampd	Crypto Copyright	OriginalMy	ProveBit	21	22	23	24	25	26	27	28	29	30	TOTAL	CUMMULATIVE
2015-06-15	0	4	355	111	2	0	0	0	8	1	0	0	146	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	629	38595
2015-06-14	0	128	199	65	0	0	0	0	3	0	0	0	158	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	554	38041
2015-06-13	0	69	166	112	0	0	0	0	11	1	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	521	37520
2015-06-12	0	14	154	101	2	0	0	0	11	0	0	0	145	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	431	37089
2015-06-11	0	6	104	63	2	0	0	0	18	6	0	0	144	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	346	36743
2015-06-10	0	19	140	112	4	0	0	0	25	0	0	0	141	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	442	36301
2015-06-09	0	15	110	76	7	0	0	0	9	2	0	0	73	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	36005
2015-06-08	0	26	225	56	2	0	0	0	26	0	0	0	78	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	414	35591
2015-06-07	0	5	207	35	3	0	0	0	18	0	0	0	119	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	35203
2015-06-06	0	26	88	53	0	0	0	0	5	3	0	0	119	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	34906
2015-06-05	0	26	83	48	2	0	0	0	6	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	34730
2015-06-04	0	30	100	51	9	0	0	0	2	2	0	0	60	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	257	34473
2015-06-03	0	33	91	20	7	0	0	0	1	0	0	0	111	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	34208
2015-06-02	0	59	136	38	8	0	0	0	8	2	0	0	157	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	33799
2015-06-01	0	44	159	18	4	0	0	0	14	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	33416
2015-05-31	0	21	298	19	4	0	0	0	1	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	32912
2015-05-30	0	9	162	13	7	0	0	0	4	0	0	0	177	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	32537
2015-05-29	0	10	369	89	4	0	0	0	6	3	0	0	184	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	677	31860
2015-05-28	0	13	146	65	3	0	0	0	15	5	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	31472
2015-05-27	0	25	91	40	4	0	0	0	30	1	0	0	159	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351	31121
2015-05-26	0	24	161	39	11	0	0	0	24	2	0	0	144	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	415	30706
2015-05-25	0	35	360	17	29	0	0	0	22	4	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	29985
2015-05-24	0	37	636	14	2	0	0	0	6	2	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	863	29122
2015-05-23	0	16	107	30	4	0	0	0	9	3	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	28929
2015-05-22	0	110	133	43	4	0	0	0	16	2	0	0	6	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	318	28611
2015-05-21	0	31	211	43	3	0	0	0	41	2	0	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	28269
2015-05-20	0	10	119	44	5	0	0	0	28	6	0	0	4	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	219	28050
2015-05-19	0	34	186	78	5	0	0	0	48	4	0	0	146	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	507	27543
2015-05-18	0	27	301	34	5	0	0	0	24	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406	27137
2015-05-17	0	0	286	41	0	0	0	0	7	1	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	670	26467
2015-05-16	0	5	127	24	4	0	0	0	0	2	0	0	159	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323	26144
2015-05-15	35	6	215	20	3	0	0	0	17	0	0	0	46	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	25801
2015-05-14	10	17	135	37	1	0	0	0	24	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	25554
2015-05-13	12	34	113	95	5	0	0	0	12	1	0	0	14	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	292	25262
2015-05-12	5	3	216	47	3	0	0	0	14	1	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	24963
2015-05-11	2	12	392	48	3	0	0	0	34	3	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	499	24464
2015-05-10	3	6	281	23	2	0	0	0	2	0	0	0	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	24132
2015-05-09	3	6	91	38	4	0	0	0	11	2	0	0	9	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	23966
2015-05-08	3	16	254	50	9	0	0	0	30	2	0	0	5	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	374	23592
2015-05-07	4	9	123	68	4	0	0	0	12	0	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	224	23368
2015-05-06	6	7	141	70	4	0	0	0	10	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	23125
2015-05-05	6	20	145	60	1	0	0	0	17	3	0	0	7	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	268	22857
2015-05-04	7	45	233	63	2	0	0	0	7	1	0	0	20	0	1	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	392	22465
2015-05-03	7	1	167	26	2	0	0	0	0	0	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	22243
2015-05-02	1	25	177	23	1	0	0	0	0	1	0	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	22005
2015-05-01	7	3	139	29	4	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	21814
2015-04-30	5	14	169	47	7	0	0	0	38	1	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	21517
2015-04-29	23	17	113	76	5	0	0	0	9	4	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	21266
2015-04-28	16	35	135	229	3	0	0	0	1	2	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	427	20839
2015-04-27	15	12	138	110	3	0	0	0	0	1	0	0	2	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	286	20553
2015-04-26	10	2	286	40	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340	20213
2015-04-25	10	8	140	66	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	257	19956
2015-04-24	31	15	114	39	3	0	0	0	0	1	0	0	0	0	3	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	209	19747
2015-04-23	11	1	69	55	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	19602
2015-04-22	6	24	108	109	1	0	0	0	0	1	0	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	256	19346
2015-04-21	22	23	59	117	3	0	0	0	0	4	0	0	3	0	4	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	237	19109
2015-04-20	8	7	52	82	1	0	0	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	155	18954
2015-04-19	5	0	51	20	1	0	0	0	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	18872
2015-04-18	11	29	178	87	0	0	0	0	0	5	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	313	18559
2015-04-17	11	3	57	75	4	0	0	0	0	2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	157	18402
2015-04-16	8	14	54	274	3	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	356	18046
2015-04-15	13	3	78	63	2	0	0	0	0	3	0	0	5	0	3	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	180	17866
2015-04-14	35	23	29	32	10	0	0	0	0	5	0	0	4	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	146	17720
2015-04-13	40	37	878	47	5	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011	16709
2015-04-12	73	1	446	31	1	0	0	0	1	1	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564	16145
2015-04-11	159	3	25	48	2	0	0	0	0	4	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	15899
2015-04-10	79	72	34	107	1	0	0	0	0	4	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	15591
2015-04-09	81	189	45	171	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	15100
2015-04-08	76	39	23	259	3	0	0	0	0	2	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	410	14690
2015-04-07	320	17	28	28	1	0	0	0	0	3	0	0	4	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	408	14282
2015-04-06	114	5	36	35	6	0	0	0	2	2	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	14074
2015-04-05	93	0	31	10	2	0	0	0	1	3	0	0	7	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	152	13922
2015-04-04	114	1	22	45	2	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	13733
2015-04-03	110	0	41	64	16	0	0	0	0	1	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	13492
2015-04-02	126	82	37	112	4	0	0	0	0	2	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	371	13121
2015-04-01	370	126	27	43	1	0	0	0	7	2	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	585	12536
2015-03-31	401	12	25	97	4	0	0	0	35	5	0	0	2	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	598	11938
2015-03-30	51	68	21	26	4	0	0	0	3	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	185	11753
2015-03-29	75	36	25	22	3	0	0	0	1	3	0	0	3	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	175	11578
2015-03-28	79	24	16	79	4	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	11372
2015-03-27	16	35	13	117	5	0	0	0	16	1	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	212	11160
2015-03-26	2	74	17	57	4	0	0	0	33	1	0	0	8	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	204	10956
2015-03-25	24	27	17	22	1	0	0	0	18	1	0	0	1	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	119	10837
2015-03-24	4	28	61	39	7	0	0	0	3	6	0	0	1	0	19	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	170	10667
2015-03-23	0	39	21	30	2	0	0	0	7	0	0	0	2	0	34	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	141	10526
2015-03-22	0	10	7	10	5	0	0	0	0	1	0	0	7	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	54	10472
2015-03-21	1	0	8	24	1	0	0	0	0	3	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	10426
2015-03-20	1	4	5	68	1	0	0	0	0	5	0	0	3	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	95	10331
2015-03-19	0	24	9	75	3	0	0	0	0	3	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	126	10205
2015-03-18	0	25	13	137	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	179	10026
2015-03-17	3	30	22	197	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	9772
2015-03-16	0	48	8	71	4	0	0	0	0	1	0	0	1	0	10	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	148	9624
2015-03-15	0	2	7	16	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	29	9595
2015-03-14	0	7	15	79	1	0	0	0	0	2	0	0	4	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	119	9476
2015-03-13	1	11	12	94	6	0	0	0	0	1	0	0	7	0	15	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	151	9325
2015-03-12	8	5	6	113	3	0	0	0	0	2	0	0	1	0	15	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	157	9168
2015-03-11	0	43	20	40	6	0	0	0	0	3	0	0	4	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	123	9045
2015-03-10	0	33	11	80	3	0	0	0	0	0	0	0	2	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	136	8909
2015-03-09	0	2	36	32	2	0	0	0	0	1	0	0	11	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	95	8814
2015-03-08	0	0	5	10	2	0	0	0	0	7	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	8780
2015-03-07	0	0	7	21	2	0	0	0	0	2	0	0	9	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	50	8730
2015-03-06	0	21	20	13	1	0	0	0	0	3	0	0	6	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	73	8657
2015-03-05	0	39	21	59	4	0	0	0	0	1	0	0	4	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	141	8516
2015-03-04	0	6	36	24	6	0	0	0	0	2	0	0	5	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	96	8420
2015-03-03	0	19	74	22	3	0	0	0	0	4	0	0	3	0	26	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	152	8268
2015-03-02	0	7	30	11	5	0	0	0	0	8	0	0	4	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	75	8193
2015-03-01	0	0	33	14	5	0	0	0	0	4	0	0	6	0	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	69	8124
2015-02-28	0	0	16	31	1	0	0	0	0	1	0	0	11	0	16	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	81	8043
2015-02-27	0	0	10	35	1	0	0	0	0	2	0	0	6	0	29	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	87	7956
2015-02-26	0	10	49	49	2	0	0	0	0	2	0	0	17	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	7817
2015-02-25	0	2	126	96	2	0	0	2	0	2	0	0	8	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	7560
2015-02-24	0	0	82	26	7	0	0	0	0	5	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	146	7414
2015-02-23	1	5	89	25	3	0	0	0	0	5	0	0	20	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	153	7261
2015-02-22	0	0	54	21	2	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	90	7171
2015-02-21	0	0	48	444	0	0	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	504	6667
2015-02-20	0	5	25	208	2	0	0	0	0	2	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	272	6395
2015-02-19	0	6	40	48	4	0	0	0	0	5	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	114	6281
2015-02-18	0	20	10	7	1	0	0	0	0	4	0	0	11	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	62	6219
2015-02-17	0	7	20	9	7	0	0	21	0	4	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	78	6141
2015-02-16	0	4	68	6	1	0	0	1	0	3	0	0	4	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	100	6041
2015-02-15	0	0	23	4	5	0	0	0	0	1	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	51	5990
2015-02-14	0	0	13	12	3	0	0	0	0	1	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	34	5956
2015-02-13	0	6	59	14	3	0	0	23	0	3	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	5815
2015-02-12	0	10	24	69	2	0	0	0	0	8	0	0	22	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	142	5673
2015-02-11	0	34	59	94	6	0	0	0	0	3	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	213	5460
2015-02-10	0	15	34	52	2	0	0	0	0	1	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	5194
2015-02-09	0	19	11	45	7	0	0	0	0	5	0	0	138	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	226	4968
2015-02-08	0	0	16	40	3	0	0	0	0	1	0	0	68	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	133	4835
2015-02-07	0	0	5	85	7	0	0	0	0	0	0	0	46	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	148	4687
2015-02-06	0	50	9	65	2	0	0	0	0	0	0	0	51	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	179	4508
2015-02-05	0	2	20	13	3	0	0	0	0	5	0	0	94	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	138	4370
2015-02-04	0	5	27	14	4	0	0	0	0	2	0	0	108	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	166	4204
2015-02-03	0	6	15	16	5	0	0	0	0	7	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	4098
2015-02-02	0	6	16	23	3	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	3997
2015-02-01	0	0	19	15	7	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	3915
2015-01-31	0	1	13	34	2	0	0	0	0	2	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	3772
2015-01-30	0	2	27	51	2	0	0	0	0	2	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	3663
2015-01-29	0	1	35	34	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	3587
2015-01-28	0	0	103	30	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	3439
2015-01-27	0	5	33	15	3	0	0	0	0	1	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	3328
2015-01-26	0	0	43	11	5	0	0	0	0	6	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	3119
2015-01-25	0	0	12	15	6	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	3081
2015-01-24	0	2	22	31	1	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	3020
2015-01-23	0	14	19	38	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	2944
2015-01-22	0	19	9	58	2	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	2847
2015-01-21	0	5	18	42	3	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	2773
2015-01-20	0	0	25	25	4	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	2709
2015-01-19	0	3	20	15	4	0	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	2656
2015-01-18	0	0	5	58	1	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	2577
2015-01-17	0	2	10	20	1	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	48	2529
2015-01-16	0	2	6	86	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	2434
2015-01-15	0	12	14	52	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	2350
2015-01-14	0	5	9	19	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	2308
2015-01-13	0	0	16	22	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	2261
2015-01-12	0	0	32	45	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	2176
2015-01-11	0	0	80	38	4	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	2041
2015-01-10	0	1	106	52	0	0	0	0	0	1	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	1869
2015-01-09	0	9	122	3	3	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	1723
2015-01-08	0	1	113	76	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	1531
2015-01-07	0	16	11	68	3	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	1429
2015-01-06	0	6	12	79	2	0	0	0	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	1319
2015-01-05	0	16	14	26	2	0	0	0	0	10	0	0	10	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	80	1239
2015-01-04	0	0	14	57	4	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	1155
2015-01-03	0	7	9	68	1	0	0	0	0	1	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	97	1058
2015-01-02	0	24	18	21	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	987
2015-01-01	0	38	15	90	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	836
2014-12-31	0	71	8	46	5	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	702
2014-12-30	0	29	19	26	1	0	0	0	0	2	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	619
2014-12-29	0	17	10	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	586
2014-12-28	0	26	2	0	2	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	551
2014-12-27	0	3	13	1	3	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	525
2014-12-26	0	11	2	1	3	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	505
2014-12-25	0	0	9	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	485
2014-12-24	0	18	8	2	2	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	452
2014-12-23	0	15	13	7	2	0	0	10	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	400
2014-12-22	0	12	22	8	6	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	346
2014-12-21	0	0	4	4	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	331
2014-12-20	0	0	8	14	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	304
2014-12-19	0	10	12	8	2	0	0	6	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	261
2014-12-18	0	0	26	80	2	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	143
2014-12-17	0	0	10	50	0	0	0	1	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	65
2014-12-16	0	0	16	28	3	0	0	6	0	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0
